city_name	state_abbrev	county_name	latitude	longitude	timezone	dst	zipcodes	year_incorporated	year_founded
Gardner	LA	Rapides Parish	31.258681	-92.677545	-6	1	71431		
Georgetown	LA	Grant Parish	31.759474	-92.38927	-6	1	71432		
Glenmora	LA	Rapides Parish	31.004922	-92.62099	-6	1	71433		
Gorum	LA	Natchitoches Parish	31.440908	-92.94724	-6	1	71434		
Grayson	LA	Caldwell Parish	32.024884	-92.16421	-6	1	71435		
Hineston	LA	Rapides Parish	31.118135	-92.79996	-6	1	71438		
Hornbeck	LA	Vernon Parish	31.330255	-93.38882	-6	1	71439		
Joyce	LA	Winn Parish	31.951166	-92.565884	-6	1	71440		
Kelly	LA	Caldwell Parish	31.95047	-92.15107	-6	1	71441		
Kurthwood	LA	Vernon Parish	31.1019	-93.361238	-6	1	71443		
Leesville	LA	Vernon Parish	31.138723	-93.22745	-6	1	71446,71459,71496		
Lena	LA	Rapides Parish	31.452874	-92.79465	-6	1	71447		
Longleaf	LA	Rapides Parish	31.203393	-92.526927	-6	1	71448		
Many	LA	Sabine Parish	31.514631	-93.54869	-6	1	71449		
Marthaville	LA	Natchitoches Parish	31.77112	-93.41547	-6	1	71450		
Melrose	LA	Natchitoches Parish	31.612618	-92.98075	-6	1	71452		
Montgomery	LA	Grant Parish	31.671252	-92.85932	-6	1	71454,71545		
Mora	LA	Rapides Parish	31.371519	-92.97318	-6	1	71455		
Natchez	LA	Natchitoches Parish	31.660742	-92.98886	-6	1	71456		
Natchitoches	LA	Natchitoches Parish	31.751287	-93.09021	-6	1	71457,71458,71497		
Negreet	LA	Sabine Parish	31.448907	-93.621234	-6	1	71460		
Noble	LA	Sabine Parish	31.672295	-93.71997	-6	1	71462		
Oakdale	LA	Allen Parish	30.806617	-92.65224	-6	1	71463		
Olla	LA	La Salle Parish	31.861406	-92.19259	-6	1	71465		
Otis	LA	Rapides Parish	31.200922	-92.72641	-6	1	71466		
Pollock	LA	Grant Parish	31.529155	-92.39418	-6	1	71467		
Provencal	LA	Natchitoches Parish	31.494144	-93.17508	-6	1	71468		
Robeline	LA	Natchitoches Parish	31.693192	-93.29586	-6	1	71469		
Saint Maurice	LA	Winn Parish	31.749699	-92.927989	-6	1	71471		
Sieper	LA	Rapides Parish	31.206148	-92.80459	-6	1	71472		
Sikes	LA	Winn Parish	32.100491	-92.43442	-6	1	71473		
Simpson	LA	Vernon Parish	31.252873	-93.02395	-6	1	71474		
Slagle	LA	Vernon Parish	31.111979	-93.200936	-6	1	71475		
Tioga	LA	Rapides Parish	31.399855	-92.604193	-6	1	71477		
Tullos	LA	La Salle Parish	31.823038	-92.34017	-6	1	71479		
Urania	LA	La Salle Parish	31.861708	-92.29141	-6	1	71480		
Winnfield	LA	Winn Parish	31.915828	-92.6445	-6	1	71483		
Woodworth	LA	Rapides Parish	31.163538	-92.50144	-6	1	71485		
Zwolle	LA	Sabine Parish	31.597407	-93.66397	-6	1	71486		
Agawam	MA	Hampden County	42.07061	-72.62029	-5	1	01001	1855	1855
Amherst	MA	Hampshire County	42.377651	-72.50323	-5	1	01002,01003,01004	1759	1775
Barre	MA	Worcester County	42.412094	-72.10443	-5	1	01005	1774	1774
Belchertown	MA	Hampshire County	42.278424	-72.411	-5	1	01007	1761	1761
Blandford	MA	Hampden County	42.174313	-72.94828	-5	1	01008	1741	1741
Bondsville	MA	Hampden County	42.206092	-72.340486	-5	1	01009		
Brimfield	MA	Hampden County	42.126038	-72.20552	-5	1	01010	1731	1731
Chester	MA	Hampden County	42.271442	-73.01958	-5	1	01011	1783	1765
Chesterfield	MA	Hampshire County	42.390836	-72.84356	-5	1	01012	1762	1762
Chicopee	MA	Hampden County	42.161492	-72.60316	-5	1	01013,01014,01020,01021,01022	1848	1848
Cummington	MA	Hampshire County	42.465041	-72.91813	-5	1	01026	1779	1779
Easthampton	MA	Hampshire County	42.27279	-72.68677	-5	1	01027	1785	1809
East Longmeadow	MA	Hampden County	42.066795	-72.5102	-5	1	01028	1894	1894
East Otis	MA	Berkshire County	42.175896	-73.04204	-5	1	01029		
Feeding Hills	MA	Hampden County	42.070774	-72.67248	-5	1	01030		
Gilbertville	MA	Worcester County	42.33071	-72.18833	-5	1	01031		
Goshen	MA	Hampshire County	42.45792	-72.81551	-5	1	01032	1781	1781
Granby	MA	Hampshire County	42.254563	-72.51831	-5	1	01033	1768	1768
Granville	MA	Hampden County	42.086224	-72.94464	-5	1	01034	1775	1775
Hadley	MA	Hampshire County	42.35549	-72.5733	-5	1	01035	1661	1661
Hampden	MA	Hampden County	42.064703	-72.41735	-5	1	01036	1878	1878
Hardwick	MA	Worcester County	42.374202	-72.19524	-5	1	01037	1739	1739
Hatfield	MA	Hampshire County	42.375155	-72.60832	-5	1	01038	1670	1670
Haydenville	MA	Hampshire County	42.381475	-72.69259	-5	1	01039	1775	1735
Holyoke	MA	Hampden County	42.201891	-72.6242	-5	1	01040,01041	1850	1850
Huntington	MA	Hampshire County	42.290209	-72.87942	-5	1	01050	1775	1775
Leeds	MA	Hampshire County	42.353105	-72.70206	-5	1	01053		
Leverett	MA	Franklin County	42.479839	-72.49879	-5	1	01054	1774	1774
Ludlow	MA	Hampden County	42.174893	-72.47068	-5	1	01056	1774	1775
Monson	MA	Hampden County	42.089269	-72.317	-5	1	01057	1775	1775
North Amherst	MA	Hampshire County	42.369562	-72.63599	-5	1	01059		
Northampton	MA	Hampshire County	42.324539	-72.63561	-5	1	01060,01061,01063		1656
Florence	MA	Hampshire County	42.324232	-72.67915	-5	1	01062		
North Hatfield	MA	Hampshire County	42.406697	-72.633901	-5	1	01066		
Oakham	MA	Worcester County	42.349769	-72.04413	-5	1	01068	1775	1775
Palmer	MA	Hampden County	42.176401	-72.32646	-5	1	01069	1775	1775
Plainfield	MA	Hampshire County	42.515853	-72.91661	-5	1	01070	1807	1807
Russell	MA	Hampden County	42.165931	-72.85153	-5	1	01071	1792	1792
Shutesbury	MA	Franklin County	42.486027	-72.42208	-5	1	01072	1761	1761
Southampton	MA	Hampshire County	42.223885	-72.72777	-5	1	01073	1775	1775
South Barre	MA	Worcester County	42.375998	-72.149388	-5	1	01074	1774	1720
South Hadley	MA	Hampshire County	42.234891	-72.58243	-5	1	01075	1775	1775
Southwick	MA	Hampden County	42.05283	-72.76966	-5	1	01077	1775	1775
Thorndike	MA	Hampden County	42.192892	-72.329574	-5	1	01079	1775	1727
Three Rivers	MA	Hampden County	42.180563	-72.36518	-5	1	01080		
Wales	MA	Hampden County	42.058024	-72.22517	-5	1	01081	1775	1762
Ware	MA	Hampshire County	42.270611	-72.26067	-5	1	01082	1775	1775
Warren	MA	Worcester County	42.20468	-72.20259	-5	1	01083	1742	1742
West Chesterfield	MA	Hampshire County	42.379807	-72.89043	-5	1	01084	1762	1760
Westfield	MA	Hampden County	42.133642	-72.75029	-5	1	01085,01086		1669
West Hatfield	MA	Hampshire County	42.388831	-72.6321	-5	1	01088		
West Springfield	MA	Hampden County	42.112793	-72.64066	-5	1	01089,01090	1774	1774
West Warren	MA	Worcester County	42.210777	-72.23904	-5	1	01092	1742	1664
Whately	MA	Franklin County	42.442673	-72.652511	-5	1	01093,01393	1771	1771
Wheelwright	MA	Worcester County	42.358201	-72.140846	-5	1	01094		
Wilbraham	MA	Hampden County	42.12531	-72.44057	-5	1	01095	1763	1763
Williamsburg	MA	Hampshire County	42.415236	-72.78271	-5	1	01096	1775	1775
Woronoco	MA	Hampden County	42.161743	-72.845912	-5	1	01097	1792	1782
Worthington	MA	Hampshire County	42.399054	-72.93871	-5	1	01098	1768	1768
Springfield	MA	Hampden County	42.170731	-72.604842	-5	1	01101,01102,01103,01104,01105,01107,01108,01109,01111,01114,01115,01118,01119,01128,01129,01133,01138,01139,01144,01152,01199	1852	1636
Longmeadow	MA	Hampden County	42.050395	-72.5712	-5	1	01106,01116	1783	1783
Indian Orchard	MA	Hampden County	42.153926	-72.50531	-5	1	01151		
Pittsfield	MA	Berkshire County	42.45384	-73.254	-5	1	01201,01202,01203	1761	1761
Adams	MA	Berkshire County	42.619727	-73.11842	-5	1	01220	1778	1778
Ashley Falls	MA	Berkshire County	42.057496	-73.32177	-5	1	01222	1733	1725
Becket	MA	Berkshire County	42.314449	-73.09335	-5	1	01223	1765	1765
Berkshire	MA	Berkshire County	42.3929	-73.228483	-5	1	01224	1765	1753
Cheshire	MA	Berkshire County	42.551731	-73.1653	-5	1	01225	1793	1793
Dalton	MA	Berkshire County	42.476575	-73.11547	-5	1	01226,01227	1784	1784
Glendale	MA	Berkshire County	42.279292	-73.343545	-5	1	01229	1739	1734
Great Barrington	MA	Berkshire County	42.189715	-73.35249	-5	1	01230		1761
Sheffield	MA	Berkshire County	42.153001	-73.298131	-5	1	01231,01257	1733	1733
Hinsdale	MA	Berkshire County	42.433661	-73.09278	-5	1	01235	1804	1804
Housatonic	MA	Berkshire County	42.266874	-73.36236	-5	1	01236		
Lanesboro	MA	Berkshire County	42.557346	-73.24364	-5	1	01237	1765	1753
Lee	MA	Berkshire County	42.299263	-73.2327	-5	1	01238	1777	1777
Lenox	MA	Berkshire County	42.36237	-73.27683	-5	1	01240	1767	1775
Lenox Dale	MA	Berkshire County	42.336557	-73.24599	-5	1	01242		
Middlefield	MA	Hampshire County	42.356088	-73.010448	-5	1	01243	1783	1783
Mill River	MA	Berkshire County	42.139104	-73.20312	-5	1	01244	1759	1738
Monterey	MA	Berkshire County	42.180659	-73.20849	-5	1	01245	1847	1847
North Adams	MA	Berkshire County	42.696064	-73.10145	-5	1	01247	1878	1878
North Egremont	MA	Berkshire County	42.198648	-73.446234	-5	1	01252	1775	1730
Otis	MA	Berkshire County	42.198403	-73.10205	-5	1	01253	1773	1773
Richmond	MA	Berkshire County	42.374711	-73.36336	-5	1	01254	1765	1765
Sandisfield	MA	Berkshire County	42.088973	-73.12444	-5	1	01255	1762	1762
Savoy	MA	Berkshire County	42.592506	-73.01123	-5	1	01256	1797	1797
South Egremont	MA	Berkshire County	42.103122	-73.45734	-5	1	01258		
Southfield	MA	Berkshire County	42.0645	-73.24674	-5	1	01259		
South Lee	MA	Berkshire County	42.286586	-73.313274	-5	1	01260		
Stockbridge	MA	Berkshire County	42.283216	-73.31423	-5	1	01262,01263	1739	1739
Tyringham	MA	Berkshire County	42.224905	-73.20394	-5	1	01264	1762	1762
West Stockbridge	MA	Berkshire County	42.328535	-73.36407	-5	1	01266	1775	1775
Williamstown	MA	Berkshire County	42.689962	-73.22355	-5	1	01267	1765	1765
Windsor	MA	Berkshire County	42.443726	-73.116127	-5	1	01270	1771	1771
Greenfield	MA	Franklin County	42.605524	-72.60098	-5	1	01301,01302	1753	1775
Ashfield	MA	Franklin County	42.521131	-72.81116	-5	1	01330	1765	1765
Athol	MA	Worcester County	42.579931	-72.20836	-5	1	01331	1762	1762
Bernardston	MA	Franklin County	42.678023	-72.55569	-5	1	01337	1762	1762
Buckland	MA	Franklin County	42.569498	-72.802	-5	1	01338	1779	1779
Charlemont	MA	Franklin County	42.626858	-72.87939	-5	1	01339,01374	1765	1765
Colrain	MA	Franklin County	42.673371	-72.73104	-5	1	01340	1761	1761
Conway	MA	Franklin County	42.508313	-72.70403	-5	1	01341	1767	1775
Deerfield	MA	Franklin County	42.542322	-72.6091	-5	1	01342	1677	1677
Drury	MA	Berkshire County	42.642666	-72.986231	-5	1	01343	1805	1783
Erving	MA	Franklin County	42.607051	-72.41396	-5	1	01344	1838	1838
Heath	MA	Franklin County	42.669255	-72.80494	-5	1	01346	1785	1785
Lake Pleasant	MA	Franklin County	42.556558	-72.518104	-5	1	01347		
Turners Falls	MA	Franklin County	42.5737	-72.50525	-5	1	01349,01376		
Monroe Bridge	MA	Franklin County	42.712257	-72.97629	-5	1	01350		
Montague	MA	Franklin County	42.534976	-72.52522	-5	1	01351	1754	1775
Northfield	MA	Franklin County	42.522178	-72.624164	-5	1	01354,01360	1723	1723
New Salem	MA	Franklin County	42.485899	-72.33345	-5	1	01355	1775	1775
Orange	MA	Franklin County	42.599614	-72.29263	-5	1	01364	1810	1810
Petersham	MA	Worcester County	42.474718	-72.21226	-5	1	01366	1754	1754
Rowe	MA	Franklin County	42.694883	-72.90962	-5	1	01367	1785	1785
Royalston	MA	Worcester County	42.671012	-72.16999	-5	1	01368	1765	1765
Shelburne Falls	MA	Franklin County	42.603447	-72.72754	-5	1	01370		
South Deerfield	MA	Franklin County	42.472734	-72.62452	-5	1	01373		
Sunderland	MA	Franklin County	42.449978	-72.56302	-5	1	01375	1718	1714
Warwick	MA	Franklin County	42.667152	-72.32729	-5	1	01378	1763	1763
Wendell	MA	Franklin County	42.547274	-72.41724	-5	1	01379	1781	1781
Wendell Depot	MA	Franklin County	42.594455	-72.36314	-5	1	01380	1781	1754
Fitchburg	MA	Worcester County	42.578689	-71.80338	-5	1	01420	1760	1764
Westborough	MA	Worcester County	42.286575	-71.585753	-5	1	01427,01580,01581,01582	1717	1717
Ashburnham	MA	Worcester County	42.658768	-71.93287	-5	1	01430	1765	1765
Ashby	MA	Middlesex County	42.672005	-71.8137	-5	1	01431	1767	1767
Ayer	MA	Middlesex County	42.549821	-71.59136	-5	1	01432	1871	1871
Baldwinville	MA	Worcester County	42.608903	-72.08021	-5	1	01436		
East Templeton	MA	Worcester County	42.563367	-72.03498	-5	1	01438	1762	1751
Gardner	MA	Worcester County	42.575355	-71.99183	-5	1	01440,01441	1785	1785
Groton	MA	Middlesex County	42.609887	-71.55722	-5	1	01450,01470,01471	1655	1655
Harvard	MA	Worcester County	42.505928	-71.5888	-5	1	01451	1732	1732
Hubbardston	MA	Worcester County	42.477515	-71.99654	-5	1	01452	1767	1775
Leominster	MA	Worcester County	42.526523	-71.75358	-5	1	01453	1740	1740
Littleton	MA	Middlesex County	42.540052	-71.49085	-5	1	01460	1715	1715
Lunenburg	MA	Worcester County	42.582839	-71.72051	-5	1	01462	1728	1728
Pepperell	MA	Middlesex County	42.665686	-71.5929	-5	1	01463	1775	1775
Shirley	MA	Middlesex County	42.559289	-71.64555	-5	1	01464	1753	1775
Still River	MA	Worcester County	42.488666	-71.62412	-5	1	01467		
Templeton	MA	Worcester County	42.557796	-72.06824	-5	1	01468	1762	1762
Townsend	MA	Middlesex County	42.658738	-71.69204	-5	1	01469	1732	1732
West Groton	MA	Middlesex County	42.446396	-71.459405	-5	1	01472	1655	1655
Westminster	MA	Worcester County	42.544622	-71.9021	-5	1	01473	1759	1770
West Townsend	MA	Middlesex County	42.669408	-71.74578	-5	1	01474	1732	1676
Winchendon	MA	Worcester County	42.675441	-72.0467	-5	1	01475	1764	1764
Winchendon Springs	MA	Worcester County	42.364807	-71.896868	-5	1	01477	1764	1753
Auburn	MA	Worcester County	42.20361	-71.83843	-5	1	01501	1778	1778
Berlin	MA	Worcester County	42.380562	-71.62665	-5	1	01503	1812	1812
Blackstone	MA	Worcester County	42.028147	-71.52999	-5	1	01504	1845	1845
Boylston	MA	Worcester County	42.338392	-71.73026	-5	1	01505		1785
Brookfield	MA	Worcester County	42.200374	-72.09787	-5	1	01506	1718	1718
Charlton	MA	Worcester County	42.135142	-71.96961	-5	1	01507	1775	1775
Charlton City	MA	Worcester County	42.109748	-72.079455	-5	1	01508	1775	1735
Charlton Depot	MA	Worcester County	42.364807	-71.896868	-5	1	01509	1775	1735
Clinton	MA	Worcester County	42.418836	-71.68482	-5	1	01510	1850	1850
East Brookfield	MA	Worcester County	42.212777	-72.05311	-5	1	01515	1920	1920
Douglas	MA	Worcester County	42.061437	-71.72887	-5	1	01516	1746	1775
East Princeton	MA	Worcester County	42.364807	-71.896868	-5	1	01517	1771	1743
Fiskdale	MA	Worcester County	42.12515	-72.12393	-5	1	01518		
Grafton	MA	Worcester County	42.201674	-71.68771	-5	1	01519	1735	1735
Holden	MA	Worcester County	42.338962	-71.84434	-5	1	01520	1741	1741
Holland	MA	Hampden County	42.054676	-72.16137	-5	1	01521	1835	1835
Jefferson	MA	Worcester County	42.369658	-71.87418	-5	1	01522	1741	1723
Lancaster	MA	Worcester County	42.473131	-71.67946	-5	1	01523	1653	1653
Leicester	MA	Worcester County	42.238942	-71.91908	-5	1	01524	1714	1714
Linwood	MA	Worcester County	42.364807	-71.896868	-5	1	01525		
Manchaug	MA	Worcester County	42.364807	-71.896868	-5	1	01526	1714	1704
Millbury	MA	Worcester County	42.196144	-71.76272	-5	1	01527	1813	1813
Millville	MA	Worcester County	42.036396	-71.57798	-5	1	01529	1916	1916
New Braintree	MA	Worcester County	42.317121	-72.12248	-5	1	01531	1775	1775
Northborough	MA	Worcester County	42.321917	-71.64692	-5	1	01532	1766	1775
Northbridge	MA	Worcester County	42.140741	-71.64376	-5	1	01534	1772	1775
North Brookfield	MA	Worcester County	42.267274	-72.07823	-5	1	01535	1812	1812
North Grafton	MA	Worcester County	42.231444	-71.70523	-5	1	01536	1735	1718
North Oxford	MA	Worcester County	42.170846	-71.88989	-5	1	01537	1713	1687
North Uxbridge	MA	Worcester County	42.364807	-71.896868	-5	1	01538		
Oxford	MA	Worcester County	42.117527	-71.8657	-5	1	01540	1713	1713
Princeton	MA	Worcester County	42.451569	-71.882	-5	1	01541	1771	1771
Rochdale	MA	Worcester County	42.194793	-71.90651	-5	1	01542	1714	1713
Rutland	MA	Worcester County	42.380877	-71.96427	-5	1	01543	1713	1713
Shrewsbury	MA	Worcester County	42.286643	-71.72502	-5	1	01545,01546	1727	1727
Southbridge	MA	Worcester County	42.070827	-72.03533	-5	1	01550	1816	1816
South Grafton	MA	Worcester County	42.177462	-71.69382	-5	1	01560	1735	1718
South Lancaster	MA	Worcester County	42.443539	-71.686137	-5	1	01561		
Spencer	MA	Worcester County	42.247212	-71.99227	-5	1	01562	1753	1775
Sterling	MA	Worcester County	42.436875	-71.77333	-5	1	01564	1781	1781
Sturbridge	MA	Worcester County	42.104581	-72.08584	-5	1	01566	1738	1738
Upton	MA	Worcester County	42.17382	-71.60971	-5	1	01568	1735	1735
Uxbridge	MA	Worcester County	42.064978	-71.62992	-5	1	01569	1727	1727
Webster	MA	Worcester County	42.047728	-71.86108	-5	1	01570	1832	1832
Dudley	MA	Worcester County	42.049864	-71.9173	-5	1	01571	1732	1732
West Boylston	MA	Worcester County	42.359842	-71.787	-5	1	01583	1808	1808
West Brookfield	MA	Worcester County	42.242965	-72.16734	-5	1	01585	1848	1848
West Millbury	MA	Worcester County	42.364807	-71.896868	-5	1	01586	1813	1716
Whitinsville	MA	Worcester County	42.114195	-71.67225	-5	1	01588		
Sutton	MA	Worcester County	42.131028	-71.75121	-5	1	01590	1714	1714
Worcester	MA	Worcester County	42.265275	-71.879415	-5	1	01601,01602,01603,01604,01605,01606,01607,01608,01609,01610,01613,01614,01615,01653,01654,01655		1684
Cherry Valley	MA	Worcester County	42.238449	-71.87139	-5	1	01611	1714	1713
Paxton	MA	Worcester County	42.307591	-71.91929	-5	1	01612	1765	1775
Framingham	MA	Middlesex County	42.318695	-71.42344	-5	1	01701,01702,01703,01704,01705	1700	1700
Village Of Nagog Woods	MA	Middlesex County	42.519739	-71.42721	-5	1	01718	1735	1639
Boxborough	MA	Middlesex County	42.486259	-71.51244	-5	1	01719	1783	1835
Acton	MA	Middlesex County	42.477142	-71.4422	-5	1	01720	1735	1735
Ashland	MA	Middlesex County	42.257956	-71.45886	-5	1	01721	1846	1846
Bedford	MA	Middlesex County	42.496679	-71.27504	-5	1	01730	1729	1729
Bolton	MA	Worcester County	42.437086	-71.61266	-5	1	01740		1738
Carlisle	MA	Middlesex County	42.5286	-71.35084	-5	1	01741		1780
Concord	MA	Middlesex County	42.457201	-71.37478	-5	1	01742	1635	1635
Fayville	MA	Worcester County	42.295544	-71.50468	-5	1	01745	1727	1660
Holliston	MA	Middlesex County	42.196065	-71.43797	-5	1	01746	1724	1724
Hopedale	MA	Worcester County	42.125536	-71.53662	-5	1	01747	1886	1886
Hopkinton	MA	Middlesex County	42.220447	-71.53418	-5	1	01748	1715	1715
Hudson	MA	Middlesex County	42.389813	-71.55791	-5	1	01749	1866	1866
Natick	MA	Middlesex County	42.273817	-71.378157	-5	1	01750,01760	1781	1781
Marlborough	MA	Middlesex County	42.350909	-71.54753	-5	1	01752	1660	1660
Maynard	MA	Middlesex County	42.430781	-71.45594	-5	1	01754	1871	1871
Mendon	MA	Worcester County	42.092006	-71.54474	-5	1	01756	1667	1667
Milford	MA	Worcester County	42.149176	-71.52149	-5	1	01757	1780	1780
Sherborn	MA	Middlesex County	42.231025	-71.37202	-5	1	01770	1674	1674
Southborough	MA	Worcester County	42.297643	-71.53369	-5	1	01772	1727	1727
Lincoln	MA	Middlesex County	42.425537	-71.30316	-5	1	01773	1754	1754
Stow	MA	Middlesex County	42.423882	-71.51086	-5	1	01775	1683	1683
Sudbury	MA	Middlesex County	42.38532	-71.42989	-5	1	01776	1639	1639
Wayland	MA	Middlesex County	42.345583	-71.35643	-5	1	01778	1780	1780
Woodville	MA	Middlesex County	42.446396	-71.459405	-5	1	01784	1715	1715
Woburn	MA	Middlesex County	42.484545	-71.15206	-5	1	01801,01806,01807,01808,01813,01815,01888	1642	1642
Burlington	MA	Middlesex County	42.506362	-71.20008	-5	1	01803,01805	1799	1799
Andover	MA	Essex County	42.646942	-71.1513	-5	1	01810,01812,01899,05501,05544	1646	1646
Pinehurst	MA	Middlesex County	42.540779	-71.238175	-5	1	01820,01866		
Billerica	MA	Middlesex County	42.54805	-71.25054	-5	1	01821,01822	1655	1655
Haverhill	MA	Essex County	42.800429	-71.11087	-5	1	01823,01830,01831,01832,01835	1641	1641
Chelmsford	MA	Middlesex County	42.595491	-71.3544	-5	1	01824	1655	1655
Dracut	MA	Middlesex County	42.677772	-71.316	-5	1	01826	1701	1701
Dunstable	MA	Middlesex County	42.671356	-71.50292	-5	1	01827	1673	1673
Georgetown	MA	Essex County	42.729437	-70.98291	-5	1	01833	1838	1838
Groveland	MA	Essex County	42.750691	-71.02487	-5	1	01834	1850	1850
Lawrence	MA	Essex County	42.706941	-71.16181	-5	1	01840,01841,01842,01843	1847	1847
Methuen	MA	Essex County	42.73004	-71.17935	-5	1	01844	1725	1725
North Andover	MA	Essex County	42.683841	-71.11171	-5	1	01845		1855
Lowell	MA	Middlesex County	42.655791	-71.30504	-5	1	01850,01851,01852,01853,01854,01856	1826	1826
Merrimac	MA	Essex County	42.834246	-71.00207	-5	1	01860	1876	1876
North Billerica	MA	Middlesex County	42.573592	-71.2911	-5	1	01862		
North Chelmsford	MA	Middlesex County	42.634199	-71.39322	-5	1	01863		
North Reading	MA	Middlesex County	42.583436	-71.0982	-5	1	01864,01889	1853	1853
Nutting Lake	MA	Middlesex County	42.446396	-71.459405	-5	1	01865	1655	1652
Reading	MA	Middlesex County	42.52585	-71.10993	-5	1	01867		1644
Tewksbury	MA	Middlesex County	42.601684	-71.22071	-5	1	01876	1734	1734
Tyngsboro	MA	Middlesex County	42.671589	-71.41694	-5	1	01879	1809	1661
Wakefield	MA	Middlesex County	42.501345	-71.07132	-5	1	01880	1812	1812
West Boxford	MA	Essex County	42.635443	-70.879123	-5	1	01885	1685	1645
Westford	MA	Middlesex County	42.592086	-71.43754	-5	1	01886	1729	1729
Wilmington	MA	Middlesex County	42.558576	-71.17031	-5	1	01887	1730	1730
Winchester	MA	Middlesex County	42.451945	-71.14276	-5	1	01890	1850	1850
Lynn	MA	Essex County	42.461246	-70.946743	-5	1	01901,01902,01903,01904,01905,01910	1850	1629
Saugus	MA	Essex County	42.462796	-71.0098	-5	1	01906	1815	1815
Swampscott	MA	Essex County	42.474409	-70.90588	-5	1	01907	1852	1852
Nahant	MA	Essex County	42.427096	-70.92809	-5	1	01908	1853	1853
Amesbury	MA	Essex County	42.854423	-70.93547	-5	1	01913	1668	1668
Beverly	MA	Essex County	42.560995	-70.8757	-5	1	01915	1668	1668
Boxford	MA	Essex County	42.677869	-71.00844	-5	1	01921	1685	1685
Byfield	MA	Essex County	42.76087	-70.92648	-5	1	01922		
Danvers	MA	Essex County	42.569756	-70.94322	-5	1	01923	1757	1775
Essex	MA	Essex County	42.631753	-70.77925	-5	1	01929	1819	1819
Gloucester	MA	Essex County	42.624015	-70.67552	-5	1	01930,01931	1642	1623
Hamilton	MA	Essex County	42.635443	-70.879123	-5	1	01936	1793	1793
Hathorne	MA	Essex County	42.635443	-70.879123	-5	1	01937	1757	1636
Ipswich	MA	Essex County	42.682965	-70.84007	-5	1	01938	1634	1634
Lynnfield	MA	Essex County	42.527895	-71.02834	-5	1	01940	1814	1814
Manchester	MA	Essex County	42.580033	-70.76462	-5	1	01944	1645	1629
Marblehead	MA	Essex County	42.497146	-70.86323	-5	1	01945	1649	1649
Salem	MA	Essex County	42.642845	-70.873647	-5	1	01947,01970,01971	1629	1626
